y_pm25,x_aod,sensor_type
69.8,896.0,low-cost sensor
80.1,896.0,low-cost sensor
33.3,440.0,low-cost sensor
31.1,440.0,low-cost sensor
167.0,1688.0,low-cost sensor
187.2,1688.0,low-cost sensor
118.2,1208.0,low-cost sensor
185.9,1644.0,low-cost sensor
191.9,1644.0,low-cost sensor
221.2,1352.0,low-cost sensor
258.4,1352.0,low-cost sensor
174.6,996.0,low-cost sensor
208.4,996.0,low-cost sensor
103.0,1192.0,low-cost sensor
119.7,1192.0,low-cost sensor
142.4,1573.0,low-cost sensor
100.8,917.0,low-cost sensor
109.1,917.0,low-cost sensor
119.8,635.0,low-cost sensor
129.2,635.0,low-cost sensor
95.2,1079.0,low-cost sensor
94.6,1079.0,low-cost sensor
90.6,1079.0,low-cost sensor
114.3,580.0,low-cost sensor
122.0,580.0,low-cost sensor
15.8,110.0,low-cost sensor
17.2,110.0,low-cost sensor
20.0,247.0,low-cost sensor
18.3,247.0,low-cost sensor
23.2,275.0,low-cost sensor
26.4,275.0,low-cost sensor
10.7,64.0,low-cost sensor
10.7,64.0,low-cost sensor
10.5,119.0,low-cost sensor
8.8,119.0,low-cost sensor
15.4,146.0,low-cost sensor
17.5,146.0,low-cost sensor
3.9,181.0,low-cost sensor
6.0,181.0,low-cost sensor
7.2,181.0,low-cost sensor
4.9,131.0,low-cost sensor
3.2,131.0,low-cost sensor
0.6,118.0,low-cost sensor
0.5,118.0,low-cost sensor
30.8,124.0,low-cost sensor
30.4,124.0,low-cost sensor
22.4,40.0,low-cost sensor
25.0,40.0,low-cost sensor
26.8,66.0,low-cost sensor
27.7,66.0,low-cost sensor
23.3,44.0,low-cost sensor
26.2,44.0,low-cost sensor
25.1,44.0,low-cost sensor
29.7,120.0,low-cost sensor
31.5,120.0,low-cost sensor
32.1,120.0,low-cost sensor
21.6,154.0,low-cost sensor
20.0,154.0,low-cost sensor
22.7,175.0,low-cost sensor
23.9,175.0,low-cost sensor
27.0,189.0,low-cost sensor
32.0,189.0,low-cost sensor
28.8,207.0,low-cost sensor
26.6,207.0,low-cost sensor
21.3,173.0,low-cost sensor
18.2,173.0,low-cost sensor
20.2,186.0,low-cost sensor
20.5,186.0,low-cost sensor
10.6,25.0,low-cost sensor
11.7,25.0,low-cost sensor
12.4,40.0,low-cost sensor
17.8,40.0,low-cost sensor
16.5,95.0,low-cost sensor
13.3,95.0,low-cost sensor
12.7,76.0,low-cost sensor
14.7,76.0,low-cost sensor
10.6,17.0,low-cost sensor
9.5,17.0,low-cost sensor
11.7,72.0,low-cost sensor
11.8,72.0,low-cost sensor
13.6,129.0,low-cost sensor
16.0,129.0,low-cost sensor
15.4,148.0,low-cost sensor
11.6,148.0,low-cost sensor
15.2,249.0,low-cost sensor
15.7,249.0,low-cost sensor
24.0,190.0,low-cost sensor
22.1,190.0,low-cost sensor
16.6,208.0,low-cost sensor
18.2,208.0,low-cost sensor
24.7,245.0,low-cost sensor
22.7,245.0,low-cost sensor
19.2,125.0,low-cost sensor
18.1,125.0,low-cost sensor
22.1,134.0,low-cost sensor
26.6,134.0,low-cost sensor
23.0,198.0,low-cost sensor
23.1,198.0,low-cost sensor
21.6,152.0,low-cost sensor
24.0,152.0,low-cost sensor
16.2,207.0,low-cost sensor
22.2,132.0,low-cost sensor
16.8,132.0,low-cost sensor
18.5,231.0,low-cost sensor
13.1,231.0,low-cost sensor
15.8,79.0,low-cost sensor
25.7,67.0,low-cost sensor
30.0,67.0,low-cost sensor
30.9,119.0,low-cost sensor
31.6,119.0,low-cost sensor
35.4,152.0,low-cost sensor
36.9,158.0,low-cost sensor
37.9,158.0,low-cost sensor
38.5,140.0,low-cost sensor
38.0,140.0,low-cost sensor
35.0,52.0,low-cost sensor
37.1,152.0,low-cost sensor
35.2,152.0,low-cost sensor
38.7,152.0,low-cost sensor
31.4,170.0,low-cost sensor
30.7,170.0,low-cost sensor
32.6,170.0,low-cost sensor
28.3,65.0,low-cost sensor
32.4,111.0,low-cost sensor
33.3,111.0,low-cost sensor
21.8,160.0,low-cost sensor
26.8,160.0,low-cost sensor
26.0,76.0,low-cost sensor
28.7,76.0,low-cost sensor
24.8,190.0,low-cost sensor
27.2,190.0,low-cost sensor
30.5,188.0,low-cost sensor
32.5,188.0,low-cost sensor
30.8,159.0,low-cost sensor
29.7,159.0,low-cost sensor
29.4,190.0,low-cost sensor
30.1,190.0,low-cost sensor
26.5,227.0,low-cost sensor
27.0,227.0,low-cost sensor
27.6,53.0,low-cost sensor
28.7,53.0,low-cost sensor
41.5,229.0,low-cost sensor
40.5,229.0,low-cost sensor
38.4,396.0,low-cost sensor
42.8,396.0,low-cost sensor
47.0,401.0,low-cost sensor
46.0,401.0,low-cost sensor
33.3,210.0,low-cost sensor
20.5,232.0,low-cost sensor
21.1,232.0,low-cost sensor
24.8,200.0,low-cost sensor
19.8,200.0,low-cost sensor
32.9,263.0,low-cost sensor
29.6,263.0,low-cost sensor
15.7,140.0,low-cost sensor
20.0,140.0,low-cost sensor
17.0,174.0,low-cost sensor
18.1,95.0,low-cost sensor
23.3,95.0,low-cost sensor
33.8,216.0,low-cost sensor
33.3,216.0,low-cost sensor
12.3,216.0,low-cost sensor
13.0,216.0,low-cost sensor
10.7,195.0,low-cost sensor
15.2,195.0,low-cost sensor
15.8,183.0,low-cost sensor
15.8,183.0,low-cost sensor
26.4,263.0,low-cost sensor
25.5,263.0,low-cost sensor
14.7,138.0,low-cost sensor
16.9,138.0,low-cost sensor
18.8,330.0,low-cost sensor
17.1,330.0,low-cost sensor
35.5,193.0,low-cost sensor
37.1,193.0,low-cost sensor
31.2,129.0,low-cost sensor
30.9,129.0,low-cost sensor
22.7,6.0,low-cost sensor
23.0,6.0,low-cost sensor
30.9,62.0,low-cost sensor
24.7,62.0,low-cost sensor
15.0,32.0,low-cost sensor
14.9,32.0,low-cost sensor
15.3,3.0,low-cost sensor
17.6,3.0,low-cost sensor
21.1,66.0,low-cost sensor
20.7,66.0,low-cost sensor
33.2,183.0,low-cost sensor
37.8,281.0,low-cost sensor
34.5,281.0,low-cost sensor
41.8,190.0,low-cost sensor
21.2,48.0,low-cost sensor
22.4,85.0,low-cost sensor
21.9,85.0,low-cost sensor
23.5,9.0,low-cost sensor
25.5,9.0,low-cost sensor
23.0,81.0,low-cost sensor
26.0,81.0,low-cost sensor
25.4,4.0,low-cost sensor
27.2,4.0,low-cost sensor
27.4,4.0,low-cost sensor
27.6,46.0,low-cost sensor
25.6,46.0,low-cost sensor
27.9,46.0,low-cost sensor
26.9,43.0,low-cost sensor
26.9,43.0,low-cost sensor
31.8,86.0,low-cost sensor
30.8,86.0,low-cost sensor
35.5,222.0,low-cost sensor
36.0,222.0,low-cost sensor
27.7,106.0,low-cost sensor
29.3,106.0,low-cost sensor
27.0,101.0,low-cost sensor
29.0,101.0,low-cost sensor
20.9,89.0,low-cost sensor
22.5,89.0,low-cost sensor
18.7,58.0,low-cost sensor
21.1,58.0,low-cost sensor
26.1,82.0,low-cost sensor
22.7,82.0,low-cost sensor
20.2,66.0,low-cost sensor
25.7,66.0,low-cost sensor
24.7,47.0,low-cost sensor
28.1,47.0,low-cost sensor
58.5,526.0,low-cost sensor
61.7,526.0,low-cost sensor
80.2,593.0,low-cost sensor
59.1,566.0,low-cost sensor
61.4,566.0,low-cost sensor
61.5,332.0,low-cost sensor
64.2,332.0,low-cost sensor
88.4,370.0,low-cost sensor
66.4,370.0,low-cost sensor
36.5,125.0,low-cost sensor
41.8,125.0,low-cost sensor
41.3,56.0,low-cost sensor
42.1,93.0,low-cost sensor
42.2,93.0,low-cost sensor
43.8,43.0,low-cost sensor
51.5,128.0,low-cost sensor
35.5,300.0,low-cost sensor
26.5,18.0,low-cost sensor
32.1,73.0,low-cost sensor
35.3,263.0,low-cost sensor
38.5,104.0,low-cost sensor
36.3,104.0,low-cost sensor
29.0,50.0,low-cost sensor
27.3,50.0,low-cost sensor
29.5,77.0,low-cost sensor
27.6,77.0,low-cost sensor
39.0,103.0,low-cost sensor
45.0,195.0,low-cost sensor
46.9,123.0,low-cost sensor
37.5,216.0,low-cost sensor
37.8,216.0,low-cost sensor
38.9,206.0,low-cost sensor
41.7,172.0,low-cost sensor
39.5,172.0,low-cost sensor
44.1,180.0,low-cost sensor
41.5,180.0,low-cost sensor
47.5,286.0,low-cost sensor
47.3,286.0,low-cost sensor
48.8,331.0,low-cost sensor
46.6,477.0,low-cost sensor
40.6,151.0,low-cost sensor
43.8,151.0,low-cost sensor
45.3,144.0,low-cost sensor
45.0,144.0,low-cost sensor
37.8,120.0,low-cost sensor
39.1,57.0,low-cost sensor
37.2,57.0,low-cost sensor
31.9,66.0,low-cost sensor
37.7,98.0,low-cost sensor
37.8,123.0,low-cost sensor
16.1,35.0,low-cost sensor
20.8,35.0,low-cost sensor
47.0,239.0,low-cost sensor
70.7,336.0,low-cost sensor
95.9,336.0,low-cost sensor
139.0,1118.0,low-cost sensor
153.7,1118.0,low-cost sensor
242.7,1069.0,low-cost sensor
224.5,1069.0,low-cost sensor
201.9,1087.0,low-cost sensor
227.8,1087.0,low-cost sensor
240.0,993.0,low-cost sensor
65.0,525.0,low-cost sensor
63.3,525.0,low-cost sensor
226.2,355.0,low-cost sensor
203.2,355.0,low-cost sensor
66.1,497.0,low-cost sensor
76.5,497.0,low-cost sensor
102.3,401.0,low-cost sensor
118.0,401.0,low-cost sensor
117.7,401.0,low-cost sensor
46.5,278.0,low-cost sensor
52.7,278.0,low-cost sensor
90.4,253.0,low-cost sensor
120.7,253.0,low-cost sensor
131.2,891.0,low-cost sensor
172.8,891.0,low-cost sensor
189.6,787.0,low-cost sensor
187.5,787.0,low-cost sensor
82.5,459.0,low-cost sensor
94.2,459.0,low-cost sensor
46.5,275.0,low-cost sensor
53.1,361.0,low-cost sensor
42.4,158.0,low-cost sensor
52.3,227.0,low-cost sensor
46.1,227.0,low-cost sensor
48.7,293.0,low-cost sensor
50.4,325.0,low-cost sensor
50.9,325.0,low-cost sensor
45.9,320.0,low-cost sensor
47.8,320.0,low-cost sensor
79.6,745.0,low-cost sensor
96.6,745.0,low-cost sensor
118.8,903.0,low-cost sensor
108.5,903.0,low-cost sensor
93.9,861.0,low-cost sensor
127.5,861.0,low-cost sensor
54.4,176.0,low-cost sensor
60.6,176.0,low-cost sensor
60.3,693.0,low-cost sensor
58.0,693.0,low-cost sensor
98.5,713.0,low-cost sensor
89.6,713.0,low-cost sensor
49.3,390.0,low-cost sensor
70.0,902.0,low-cost sensor
77.0,902.0,low-cost sensor
88.8,902.0,low-cost sensor
36.2,387.0,low-cost sensor
36.4,387.0,low-cost sensor
176.7,1241.0,low-cost sensor
201.2,1241.0,low-cost sensor
219.5,1622.0,low-cost sensor
243.1,1622.0,low-cost sensor
134.7,1213.0,low-cost sensor
257.4,1638.0,low-cost sensor
259.7,1638.0,low-cost sensor
324.9,1335.0,low-cost sensor
334.3,1335.0,low-cost sensor
177.9,928.0,low-cost sensor
250.5,928.0,low-cost sensor
180.5,1582.0,low-cost sensor
91.0,915.0,low-cost sensor
111.1,915.0,low-cost sensor
153.4,834.0,low-cost sensor
166.2,834.0,low-cost sensor
92.4,1014.0,low-cost sensor
103.3,1014.0,low-cost sensor
114.2,1014.0,low-cost sensor
123.7,577.0,low-cost sensor
125.9,577.0,low-cost sensor
13.4,50.0,reference grade
14.7,50.0,reference grade
33.0,212.0,reference grade
34.8,212.0,reference grade
39.1,89.0,reference grade
41.7,89.0,reference grade
31.8,73.0,reference grade
32.6,73.0,reference grade
37.4,73.0,reference grade
22.4,256.0,reference grade
20.9,256.0,reference grade
38.0,212.0,reference grade
40.1,212.0,reference grade
24.2,174.0,reference grade
24.8,174.0,reference grade
33.2,176.0,reference grade
29.6,176.0,reference grade
34.6,154.0,reference grade
33.2,154.0,reference grade
37.9,83.0,reference grade
38.2,83.0,reference grade
17.3,84.0,reference grade
18.2,84.0,reference grade
12.0,35.0,reference grade
12.8,35.0,reference grade
18.7,75.0,reference grade
17.7,75.0,reference grade
24.8,108.0,reference grade
32.4,108.0,reference grade
35.0,383.0,reference grade
15.4,104.0,reference grade
16.9,104.0,reference grade
16.0,172.0,reference grade
13.3,172.0,reference grade
18.9,125.0,reference grade
19.7,125.0,reference grade
13.4,219.0,reference grade
13.5,219.0,reference grade
15.7,123.0,reference grade
14.3,123.0,reference grade
30.0,77.0,reference grade
30.6,77.0,reference grade
31.6,120.0,reference grade
31.0,120.0,reference grade
36.0,264.0,reference grade
32.5,264.0,reference grade
35.7,135.0,reference grade
36.6,161.0,reference grade
40.4,161.0,reference grade
49.5,168.0,reference grade
42.2,168.0,reference grade
33.1,112.0,reference grade
42.5,176.0,reference grade
40.0,176.0,reference grade
41.2,176.0,reference grade
38.0,182.0,reference grade
45.4,182.0,reference grade
49.0,182.0,reference grade
28.0,145.0,reference grade
28.2,131.0,reference grade
25.6,131.0,reference grade
18.9,179.0,reference grade
19.1,179.0,reference grade
20.6,199.0,reference grade
25.0,134.0,reference grade
32.4,134.0,reference grade
38.8,76.0,reference grade
38.9,76.0,reference grade
17.5,149.0,reference grade
19.7,149.0,reference grade
39.8,129.0,reference grade
41.4,129.0,reference grade
45.5,348.0,reference grade
54.7,348.0,reference grade
28.2,125.0,reference grade
30.3,125.0,reference grade
30.0,281.0,reference grade
26.4,281.0,reference grade
27.0,59.0,reference grade
27.7,59.0,reference grade
43.4,138.0,reference grade
47.5,138.0,reference grade
37.4,319.0,reference grade
37.7,319.0,reference grade
41.9,320.0,reference grade
42.5,320.0,reference grade
47.4,416.0,reference grade
46.7,416.0,reference grade
45.9,416.0,reference grade
39.9,238.0,reference grade
39.5,238.0,reference grade
17.0,85.0,reference grade
20.5,85.0,reference grade
20.2,89.0,reference grade
16.0,89.0,reference grade
32.0,267.0,reference grade
35.3,267.0,reference grade
23.9,93.0,reference grade
24.0,93.0,reference grade
29.0,172.0,reference grade
32.1,172.0,reference grade
23.5,60.0,reference grade
17.6,60.0,reference grade
19.8,80.0,reference grade
25.3,80.0,reference grade
18.4,139.0,reference grade
21.2,139.0,reference grade
23.5,189.0,reference grade
22.5,189.0,reference grade
29.1,378.0,reference grade
29.8,378.0,reference grade
42.5,436.0,reference grade
40.0,436.0,reference grade
36.4,153.0,reference grade
39.7,153.0,reference grade
46.8,169.0,reference grade
41.6,169.0,reference grade
46.0,136.0,reference grade
39.3,136.0,reference grade
32.8,59.0,reference grade
24.6,59.0,reference grade
35.3,175.0,reference grade
39.7,223.0,reference grade
33.5,223.0,reference grade
27.8,103.0,reference grade
30.1,229.0,reference grade
29.5,229.0,reference grade
28.8,155.0,reference grade
14.0,43.0,reference grade
12.0,14.0,reference grade
11.3,14.0,reference grade
30.7,14.0,reference grade
27.4,14.0,reference grade
32.2,52.0,reference grade
20.2,52.0,reference grade
32.1,15.0,reference grade
35.1,15.0,reference grade
34.7,15.0,reference grade
33.8,47.0,reference grade
35.4,47.0,reference grade
32.0,47.0,reference grade
25.6,27.0,reference grade
28.5,27.0,reference grade
41.0,45.0,reference grade
28.3,45.0,reference grade
27.5,54.0,reference grade
29.8,54.0,reference grade
45.2,180.0,reference grade
46.7,180.0,reference grade
28.8,176.0,reference grade
30.5,176.0,reference grade
40.4,158.0,reference grade
33.7,158.0,reference grade
21.4,113.0,reference grade
22.5,113.0,reference grade
33.9,185.0,reference grade
28.5,110.0,reference grade
33.5,110.0,reference grade
24.1,25.0,reference grade
26.5,25.0,reference grade
27.2,75.0,reference grade
23.1,75.0,reference grade
32.8,91.0,reference grade
34.9,91.0,reference grade
36.6,94.0,reference grade
35.6,94.0,reference grade
52.4,654.0,reference grade
55.9,654.0,reference grade
79.9,637.0,reference grade
44.0,126.0,reference grade
34.5,73.0,reference grade
36.6,73.0,reference grade
42.9,63.0,reference grade
34.7,78.0,reference grade
46.0,106.0,reference grade
80.4,826.0,reference grade
52.6,826.0,reference grade
48.4,190.0,reference grade
73.9,366.0,reference grade
90.5,366.0,reference grade
76.2,763.0,reference grade
76.2,763.0,reference grade
83.5,950.0,reference grade
68.4,950.0,reference grade
139.8,1203.0,reference grade
132.4,1203.0,reference grade
135.7,1217.0,reference grade
144.4,1217.0,reference grade
169.7,961.0,reference grade
45.7,367.0,reference grade
61.2,367.0,reference grade
166.2,378.0,reference grade
172.3,378.0,reference grade
46.7,452.0,reference grade
50.0,452.0,reference grade
60.8,314.0,reference grade
61.0,314.0,reference grade
61.7,314.0,reference grade
30.5,98.0,reference grade
32.4,98.0,reference grade
59.6,218.0,reference grade
57.9,218.0,reference grade
138.2,728.0,reference grade
117.0,728.0,reference grade
160.0,647.0,reference grade
167.0,647.0,reference grade
84.0,582.0,reference grade
103.5,582.0,reference grade
77.2,262.0,reference grade
32.6,187.0,reference grade
64.8,168.0,reference grade
59.8,291.0,reference grade
47.5,291.0,reference grade
52.9,458.0,reference grade
51.5,458.0,reference grade
80.8,312.0,reference grade
99.6,312.0,reference grade
36.8,377.0,reference grade
39.2,377.0,reference grade
42.7,377.0,reference grade
48.6,528.0,reference grade
50.6,528.0,reference grade
43.0,378.0,reference grade
46.8,378.0,reference grade
48.7,378.0,reference grade
47.6,736.0,reference grade
48.5,736.0,reference grade
51.0,749.0,reference grade
53.3,749.0,reference grade
45.1,453.0,reference grade
36.1,560.0,reference grade
44.9,500.0,reference grade
47.9,500.0,reference grade
47.6,720.0,reference grade
46.8,720.0,reference grade
39.3,395.0,reference grade
27.7,286.0,reference grade
27.4,286.0,reference grade
48.2,1379.0,reference grade
82.2,1435.0,reference grade
79.6,1435.0,reference grade
79.5,1107.0,reference grade
117.2,1606.0,reference grade
134.4,1606.0,reference grade
106.7,1440.0,reference grade
111.2,1440.0,reference grade
129.2,996.0,reference grade
102.9,996.0,reference grade
86.4,1083.0,reference grade
82.8,1083.0,reference grade
70.7,931.0,reference grade
42.7,478.0,reference grade
45.5,478.0,reference grade
79.4,840.0,reference grade
80.5,840.0,reference grade
49.8,952.0,reference grade
53.0,952.0,reference grade
62.8,952.0,reference grade
83.1,548.0,reference grade
88.4,548.0,reference grade
17.2,228.0,low-cost sensor
17.0,228.0,low-cost sensor
22.6,183.0,low-cost sensor
19.1,183.0,low-cost sensor
28.9,331.0,low-cost sensor
28.9,331.0,low-cost sensor
12.7,367.0,low-cost sensor
9.7,87.0,low-cost sensor
13.0,87.0,low-cost sensor
8.5,108.0,low-cost sensor
9.4,108.0,low-cost sensor
40.3,181.0,low-cost sensor
24.1,181.0,low-cost sensor
2.6,422.0,low-cost sensor
2.0,422.0,low-cost sensor
4.1,422.0,low-cost sensor
18.3,181.0,low-cost sensor
29.1,181.0,low-cost sensor
2.7,89.0,low-cost sensor
2.2,89.0,low-cost sensor
13.7,132.0,low-cost sensor
5.5,132.0,low-cost sensor
6.0,132.0,low-cost sensor
2.6,79.0,low-cost sensor
4.1,79.0,low-cost sensor
2.4,50.0,low-cost sensor
3.6,50.0,low-cost sensor
67.2,216.0,low-cost sensor
87.1,216.0,low-cost sensor
44.2,46.0,low-cost sensor
30.6,46.0,low-cost sensor
32.3,66.0,low-cost sensor
34.2,66.0,low-cost sensor
23.5,43.0,low-cost sensor
25.9,43.0,low-cost sensor
30.4,43.0,low-cost sensor
36.6,151.0,low-cost sensor
35.3,151.0,low-cost sensor
36.2,151.0,low-cost sensor
32.2,249.0,low-cost sensor
35.1,249.0,low-cost sensor
34.2,249.0,low-cost sensor
32.1,172.0,low-cost sensor
31.8,172.0,low-cost sensor
37.5,173.0,low-cost sensor
45.5,173.0,low-cost sensor
27.0,85.0,low-cost sensor
19.9,85.0,low-cost sensor
33.9,227.0,low-cost sensor
37.9,227.0,low-cost sensor
19.4,147.0,low-cost sensor
20.9,147.0,low-cost sensor
16.4,1.0,low-cost sensor
20.1,1.0,low-cost sensor
11.8,134.0,low-cost sensor
17.7,134.0,low-cost sensor
20.1,72.0,low-cost sensor
18.1,72.0,low-cost sensor
12.3,0.0,low-cost sensor
24.7,0.0,low-cost sensor
15.3,0.0,low-cost sensor
16.9,0.0,low-cost sensor
16.0,73.0,low-cost sensor
15.0,73.0,low-cost sensor
14.2,120.0,low-cost sensor
15.4,120.0,low-cost sensor
9.7,147.0,low-cost sensor
12.2,147.0,low-cost sensor
13.0,147.0,low-cost sensor
27.8,134.0,low-cost sensor
23.8,134.0,low-cost sensor
29.8,276.0,low-cost sensor
27.9,276.0,low-cost sensor
23.1,201.0,low-cost sensor
22.3,201.0,low-cost sensor
25.6,136.0,low-cost sensor
36.5,136.0,low-cost sensor
25.5,260.0,low-cost sensor
9.1,72.0,low-cost sensor
13.7,72.0,low-cost sensor
19.5,214.0,low-cost sensor
33.8,214.0,low-cost sensor
12.5,152.0,low-cost sensor
13.3,88.0,low-cost sensor
22.6,88.0,low-cost sensor
13.8,137.0,low-cost sensor
15.5,137.0,low-cost sensor
13.5,50.0,low-cost sensor
10.1,140.0,low-cost sensor
12.7,140.0,low-cost sensor
20.9,121.0,low-cost sensor
31.3,121.0,low-cost sensor
33.6,147.0,low-cost sensor
36.4,147.0,low-cost sensor
40.8,170.0,low-cost sensor
40.9,170.0,low-cost sensor
31.8,105.0,low-cost sensor
40.0,213.0,low-cost sensor
40.1,213.0,low-cost sensor
47.3,251.0,low-cost sensor
47.4,251.0,low-cost sensor
35.3,153.0,low-cost sensor
36.2,153.0,low-cost sensor
47.8,209.0,low-cost sensor
50.7,209.0,low-cost sensor
53.3,209.0,low-cost sensor
30.4,232.0,low-cost sensor
29.2,232.0,low-cost sensor
30.8,190.0,low-cost sensor
38.1,190.0,low-cost sensor
42.4,190.0,low-cost sensor
29.9,111.0,low-cost sensor
37.5,195.0,low-cost sensor
39.2,195.0,low-cost sensor
19.5,203.0,low-cost sensor
21.6,203.0,low-cost sensor
23.8,219.0,low-cost sensor
15.1,124.0,low-cost sensor
24.8,124.0,low-cost sensor
30.1,111.0,low-cost sensor
35.2,111.0,low-cost sensor
14.1,153.0,low-cost sensor
21.6,153.0,low-cost sensor
34.1,222.0,low-cost sensor
36.2,222.0,low-cost sensor
22.5,192.0,low-cost sensor
28.4,192.0,low-cost sensor
33.7,230.0,low-cost sensor
35.4,230.0,low-cost sensor
30.0,174.0,low-cost sensor
26.4,174.0,low-cost sensor
30.5,314.0,low-cost sensor
32.8,314.0,low-cost sensor
24.1,102.0,low-cost sensor
28.8,102.0,low-cost sensor
46.4,258.0,low-cost sensor
47.6,258.0,low-cost sensor
46.6,344.0,low-cost sensor
42.1,344.0,low-cost sensor
44.7,399.0,low-cost sensor
43.6,399.0,low-cost sensor
43.2,399.0,low-cost sensor
29.9,299.0,low-cost sensor
27.1,299.0,low-cost sensor
9.5,70.0,low-cost sensor
11.1,70.0,low-cost sensor
21.2,143.0,low-cost sensor
23.8,143.0,low-cost sensor
34.2,201.0,low-cost sensor
38.4,201.0,low-cost sensor
9.9,133.0,low-cost sensor
14.3,133.0,low-cost sensor
21.8,199.0,low-cost sensor
30.0,199.0,low-cost sensor
24.0,151.0,low-cost sensor
29.6,151.0,low-cost sensor
22.1,139.0,low-cost sensor
22.2,71.0,low-cost sensor
29.0,71.0,low-cost sensor
38.5,183.0,low-cost sensor
38.6,183.0,low-cost sensor
48.1,385.0,low-cost sensor
49.8,513.0,low-cost sensor
57.5,513.0,low-cost sensor
33.8,206.0,low-cost sensor
37.9,206.0,low-cost sensor
20.7,88.0,low-cost sensor
20.1,88.0,low-cost sensor
19.1,53.0,low-cost sensor
22.2,53.0,low-cost sensor
14.6,48.0,low-cost sensor
15.2,48.0,low-cost sensor
19.9,74.0,low-cost sensor
20.7,74.0,low-cost sensor
15.1,72.0,low-cost sensor
20.0,72.0,low-cost sensor
27.8,106.0,low-cost sensor
30.1,106.0,low-cost sensor
32.0,187.0,low-cost sensor
32.8,203.0,low-cost sensor
26.2,203.0,low-cost sensor
37.9,357.0,low-cost sensor
33.6,357.0,low-cost sensor
28.2,207.0,low-cost sensor
32.8,361.0,low-cost sensor
33.0,361.0,low-cost sensor
43.4,263.0,low-cost sensor
26.9,87.0,low-cost sensor
23.8,169.0,low-cost sensor
27.5,169.0,low-cost sensor
21.9,66.0,low-cost sensor
23.5,66.0,low-cost sensor
29.2,146.0,low-cost sensor
32.1,146.0,low-cost sensor
23.6,60.0,low-cost sensor
24.7,60.0,low-cost sensor
27.7,60.0,low-cost sensor
27.6,76.0,low-cost sensor
32.5,76.0,low-cost sensor
36.5,76.0,low-cost sensor
30.5,156.0,low-cost sensor
33.8,156.0,low-cost sensor
28.0,151.0,low-cost sensor
33.1,151.0,low-cost sensor
35.9,312.0,low-cost sensor
35.5,312.0,low-cost sensor
32.2,285.0,low-cost sensor
32.7,285.0,low-cost sensor
33.4,383.0,low-cost sensor
37.5,383.0,low-cost sensor
24.4,227.0,low-cost sensor
23.4,227.0,low-cost sensor
25.4,169.0,low-cost sensor
23.0,169.0,low-cost sensor
31.1,167.0,low-cost sensor
32.9,167.0,low-cost sensor
20.5,177.0,low-cost sensor
22.7,177.0,low-cost sensor
28.8,161.0,low-cost sensor
22.6,175.0,low-cost sensor
26.7,175.0,low-cost sensor
14.4,69.0,low-cost sensor
18.9,69.0,low-cost sensor
35.8,102.0,low-cost sensor
42.2,102.0,low-cost sensor
17.0,84.0,low-cost sensor
22.9,84.0,low-cost sensor
29.8,114.0,low-cost sensor
34.0,114.0,low-cost sensor
55.6,392.0,low-cost sensor
58.0,392.0,low-cost sensor
70.0,569.0,low-cost sensor
56.3,368.0,low-cost sensor
72.0,368.0,low-cost sensor
99.2,390.0,low-cost sensor
88.0,390.0,low-cost sensor
36.1,102.0,low-cost sensor
37.0,102.0,low-cost sensor
59.0,60.0,low-cost sensor
33.6,81.0,low-cost sensor
38.9,81.0,low-cost sensor
43.1,89.0,low-cost sensor
50.4,183.0,low-cost sensor
44.0,238.0,low-cost sensor
24.5,7.0,low-cost sensor
32.7,45.0,low-cost sensor
40.3,195.0,low-cost sensor
40.3,115.0,low-cost sensor
44.8,115.0,low-cost sensor
29.2,59.0,low-cost sensor
29.1,59.0,low-cost sensor
33.3,71.0,low-cost sensor
26.9,71.0,low-cost sensor
44.0,94.0,low-cost sensor
46.4,181.0,low-cost sensor
45.8,129.0,low-cost sensor
37.2,197.0,low-cost sensor
37.2,197.0,low-cost sensor
48.6,214.0,low-cost sensor
39.4,138.0,low-cost sensor
41.0,138.0,low-cost sensor
45.7,166.0,low-cost sensor
44.6,166.0,low-cost sensor
51.4,280.0,low-cost sensor
49.8,280.0,low-cost sensor
46.4,294.0,low-cost sensor
45.3,448.0,low-cost sensor
41.3,74.0,low-cost sensor
42.3,74.0,low-cost sensor
47.4,152.0,low-cost sensor
47.0,152.0,low-cost sensor
35.2,143.0,low-cost sensor
33.9,52.0,low-cost sensor
34.4,52.0,low-cost sensor
34.8,94.0,low-cost sensor
35.6,52.0,low-cost sensor
44.7,111.0,low-cost sensor
13.3,25.0,low-cost sensor
17.3,25.0,low-cost sensor
42.0,238.0,low-cost sensor
69.4,349.0,low-cost sensor
84.8,349.0,low-cost sensor
36.0,453.0,low-cost sensor
33.8,453.0,low-cost sensor
148.0,1234.0,low-cost sensor
142.8,1234.0,low-cost sensor
169.0,1154.0,low-cost sensor
142.4,1154.0,low-cost sensor
181.3,1281.0,low-cost sensor
162.7,1281.0,low-cost sensor
231.0,1187.0,low-cost sensor
268.1,1187.0,low-cost sensor
185.7,993.0,low-cost sensor
46.5,294.0,low-cost sensor
49.3,294.0,low-cost sensor
192.8,336.0,low-cost sensor
221.0,336.0,low-cost sensor
161.9,431.0,low-cost sensor
203.9,431.0,low-cost sensor
165.1,431.0,low-cost sensor
48.7,280.0,low-cost sensor
53.6,280.0,low-cost sensor
114.6,234.0,low-cost sensor
145.7,234.0,low-cost sensor
127.2,801.0,low-cost sensor
